datetime,pm25,latitude,longitude,sensor_id,location_id
2026-08-31T21:00:00Z,8.3,29.862294,-97.928894,8482655,8808
2024-12-20T14:00:00Z,2.9,30.666508,-97.734592,8482656,8667
2026-08-31T21:00:00Z,8.6,30.579149,-97.416462,8482657,1294191
2024-01-29T20:00:00Z,9.75,50.84966500000001,4.33382,12545,4920
2026-09-06T11:00:00Z,13.0,35.177167,127.175167,8539925,2623292
2026-09-06T11:00:00Z,1.0,36.828034,127.104606,8539932,2623743
2026-09-06T11:00:00Z,4.6,51.111194,4.3623073,9445904,2876974
2026-09-06T10:00:00Z,1.7,42.702223,-73.110414,25310,8709
2024-03-15T17:00:00Z,7.0,35.581007682165485,-80.90851032043253,8482941,2599501
2026-09-05T12:00:00Z,6.0,32.805818,-97.356567,2071334,1329
2026-09-06T11:00:00Z,3.4,52.207899,21.148612,9445910,2876975
2024-01-29T18:00:00Z,23.70000076,48.12027777946647,14.878332999999996,39527,4509
2025-09-19T19:59:37Z,7.06,32.56663,-117.01885,9446861,2877117
2025-09-03T04:32:13Z,4.83,32.56676,-117.06452,9446863,2877113
2026-09-06T11:00:00Z,0.9,36.69355,-108.36727,16301532,6354626
2025-02-27T22:50:40Z,2.94,32.56513,-117.04539,9446865,2877118
2021-11-10T17:00:00Z,4.8,31.768056,-106.501111,1183613,41388
2025-09-03T04:06:05Z,5.24,32.56193,-117.05775,9446867,2877112
2025-09-19T19:56:18Z,7.33,32.55865,-117.04821,9446869,2877115
2025-09-19T19:58:42Z,8.47,32.54631,-117.04527,9446871,2877114
2025-09-19T20:01:45Z,7.47,32.5473,-117.03227,9446873,2877111
2025-09-19T20:03:32Z,7.82,32.54931,-117.04225,9446875,2877116
2023-01-26T20:00:00Z,1.0,43.627929,-108.218095,1352738,235239
2022-07-11T05:15:00Z,17.5,18.517754,73.8214883,389757,60660
2026-09-06T10:00:00Z,6.6,38.754595,-82.917,6721588,859
2026-09-06T11:00:00Z,12.0,35.8583333333,128.58972222219998,8533887,2623050
2026-09-06T11:00:00Z,9.0,35.837878999999994,128.488731,8533889,2622664
2021-08-09T11:00:00Z,12.0,42.2867,123.84860000000002,29996,9679
2026-09-06T11:00:00Z,2.0,37.449479,127.155512,8533893,2623504
2021-08-09T11:00:00Z,7.0,21.4688,111.0286,33784,10321
2023-12-20T08:00:00Z,8.01206,53.915675,14.246575,2507680,447564
2026-05-04T16:00:00Z,0.4,62.45471,-114.35535,9453313,2877975
2026-08-28T15:00:00Z,3.1,14.742828,-17.4203671,16301537,6354627
2026-09-06T11:00:00Z,0.8,61.789676,15.894706,12243625,3415296
2023-06-13T00:00:00Z,9.7,18.358249,103.652055,1304193,225658
2020-10-21T21:00:00Z,3.2,45.735931,-121.488398,15937,5872
2026-09-06T10:00:00Z,3.3,-23.7744,151.1055,14546,5520
2026-09-06T11:00:00Z,0.0,-26.320836307684598,151.87205879194295,15257007,6214349
2026-07-29T19:00:00Z,11.18,-37.05928,142.7799,9560415,2892210
2025-11-19T05:00:00Z,0.8350000039674342,16.25802367972713,102.77506342533592,9575060,2894142
2026-07-29T19:00:00Z,3.43,-38.2392921,146.3873,35560,10676
2026-09-06T11:00:00Z,3.1,43.212988,-123.317353,9545426,2890220
2026-09-06T11:00:00Z,47.3,10.735369779100294,122.53702703753301,9466036,2879671
2026-09-06T11:00:00Z,10.8,14.8762222,103.4965833,7338551,1785694
2026-09-06T10:00:00Z,3.6,44.087397,-103.273777,1432,814
2026-09-06T11:00:00Z,7.2,15.875800000000002,104.6223,7338554,1785688
2026-09-06T11:00:00Z,0.0,51.046937,4.3409206,15260874,6214872
2023-11-23T06:00:00Z,13.6,15.086836199999999,104.32647460000001,7338556,1785693
2026-09-06T11:00:00Z,12.2,14.204219999999998,101.21509,7338558,1785691
2026-09-06T10:00:00Z,1.41455,60.169640000006716,24.939240000258355,11382,4588
2026-08-28T11:00:00Z,2.7,29.73034,-95.35242,16301542,6354628
2026-09-06T11:00:00Z,3.7,52.713113471698044,-1.3838661243430228,9526870,2887748
2026-09-06T11:00:00Z,2.9,-28.829229,31.893536,9994280,2960156
2026-09-06T11:00:00Z,2.5,-28.865244,31.911679,10003874,2962304
2024-07-19T05:00:00Z,7.08690470457077,-28.731301,32.039016,9995787,2960311
2025-02-24T07:00:00Z,4.25898806254069,14.920165439073962,104.71185584158256,9575745,2894237
2026-09-06T10:00:00Z,5.4,48.066937,-122.280856,17141208,6474417
2026-09-05T12:00:00Z,3.9,40.20938,-104.82405,9552925,2891221
2026-09-06T11:00:00Z,2.5,43.7245019,-116.4776095,17141210,6474418
2024-07-25T22:02:04Z,10.09,36.57268,-121.80505,9552926,2891222
2026-09-06T11:00:00Z,3.0,40.4739658,-4.0883641,17141215,6474419
2026-09-06T09:56:26Z,1.69,49.19144,-2.10916,9538553,2889297
2026-09-06T10:07:08Z,3.18,49.18045,-2.1036,9538555,2889293
2026-09-06T09:51:06Z,2.1,49.18149,-2.09799,9538557,2889295
2026-09-06T09:58:09Z,2.27,49.19857,-2.08076,9538559,2889296
2026-09-06T09:50:26Z,1.71,49.19771,-2.10803,9538561,2889294
2026-09-06T11:00:00Z,0.4,40.705548,-112.016435,9998272,2960998
2026-09-06T11:00:00Z,0.0,49.2455395,16.5718145,9483050,2881925
2024-11-23T00:00:00Z,0.06666666766007741,38.0778215,-122.5562582,9601877,2897761
2026-01-27T10:00:00Z,25.539166704813635,52.41201712084536,5.297443642682735,9499264,2884100
2026-03-31T11:00:00Z,6.2,38.77841,-75.86964,9500535,2884264
2024-10-18T14:05:53Z,5.08,29.76351,-95.27499,9542330,2889803
2017-04-28T11:00:00Z,11.0,51.617327,-0.298775,211,137
2026-09-06T10:00:00Z,5.5,36.16304,-85.52908,16361091,6368284
2022-10-31T01:45:00Z,115.58,30.379589,76.778328,20063,6964
2026-09-06T10:00:00Z,4.4,46.0588,-118.3514,2581,1456
2026-05-21T19:00:00Z,20.0,34.00055,-117.83166,16361093,6368287
2026-08-05T10:00:00Z,10.1,-31.749081,-60.525913,17141841,6474504
2024-08-29T18:00:00Z,3.5,20.89992,-156.68121,9501505,2884393
2024-06-19T23:00:00Z,9.6,20.90132,-156.68335,9501506,2884396
2026-09-06T10:00:00Z,2.0,35.687222,139.5225,9581005,2894935
2026-06-18T12:00:00Z,5.6,51.446046,-0.94838,9483707,2882018
2026-09-06T11:00:00Z,0.0,38.738233,-120.918914,17141836,6463519
2024-07-11T16:00:00Z,7.5,20.89992,-156.68121,9501592,2884395
2026-09-06T11:00:00Z,9.0,22.757506000000003,120.30568900000002,8985,3876
2021-08-09T11:00:00Z,15.0,22.803699999999996,108.38290000000002,32639,10130
2026-09-06T10:00:00Z,13.0,37.936667,140.895,9594537,1214538
2020-05-05T23:00:00Z,8.0,44.92600000000001,10.3719,22192,7618
2019-11-07T13:00:00Z,4.0,37.809,120.773,20498,7085
2024-10-17T16:00:00Z,0.9,19.530094444444,-96.881880555556,9487600,2667330
2026-09-06T10:04:59Z,1.58,49.2457,-2.1387,9594554,2896770
2025-01-22T15:26:13Z,18.65,49.1888,-2.0399,9594556,2896758
2026-09-05T20:39:43Z,1.41,49.1757,-2.0882,9594558,2896749
2026-09-04T04:28:26Z,1.08,49.1877,-2.117,9594560,2896755
2026-09-06T09:57:56Z,2.37,49.1906,-2.2004,9594562,2896762
2026-09-06T04:38:56Z,2.0,49.2327,-2.2026,9594564,2896760
2026-05-28T21:00:00Z,5.7,34.21233,-118.67264,16361098,6368290
2026-09-06T11:00:00Z,0.0,49.8999181862928,18.089979767319377,15261893,6215012
2025-12-04T00:05:00Z,0.0,-7.763269,-79.152083,9582932,2895188
2026-09-06T09:59:36Z,2.5,49.1928,-2.1086,9594566,2896766
2026-09-06T09:00:00Z,4.1,41.94768499972929,8.796158999850245,16361101,2524560
2025-06-12T13:00:00Z,3.071727232499556,29.660282523266797,-82.31616064037314,9999866,2961297
2026-07-26T20:00:00Z,7.8,39.9459828,-84.16601,9610768,2898936
2025-04-11T16:00:00Z,16.612337719310414,53.4445,-2.21758,9502776,2884565
2026-07-11T05:56:36Z,11.98,49.1868,-2.1099,9594568,2896759
2026-09-06T09:50:13Z,2.1,49.1788,-2.0937,9594570,2896772
2025-12-14T02:14:28Z,9.8,49.186,-2.1142,9594572,2896771
